Datetime,Price,Volume,VolOsc,VolOscNorm,Volatility,PredictedVolatility
2023-08-31 09:15:00+05:30,1572.5999755859375,0,62179.42857142864,-0.12786715698603368,6.450369526991676,8.400049522734895
2023-08-31 10:15:00+05:30,1567.550048828125,3784967,144924.46428571455,-0.0943933794633608,8.400049522734895,9.270993540695752
2023-08-31 11:15:00+05:30,1571.550048828125,2771723,248260.92857142864,-0.052589520348191934,9.270993540695752,10.11536701881036
2023-08-31 12:15:00+05:30,1569.3499755859375,3507977,277136.1428571427,-0.04090830599405247,10.11536701881036,10.545928493412477
2023-08-31 13:15:00+05:30,1570.75,3680946,285241.5357142859,-0.03762934049610139,10.545928493412477,10.566196437663917
2023-08-31 14:15:00+05:30,1573.4000244140625,18535136,688461.0,0.12548955266525635,10.566196437663917,10.466887016266934
2023-08-31 15:15:00+05:30,1571.449951171875,12566126,1080647.25,0.28414505588216815,10.466887016266934,10.383523483702032
2023-09-01 09:15:00+05:30,1566.300048828125,0,903698.75,0.212562094187367,10.383523483702032,9.363641856952674
2023-09-01 10:15:00+05:30,1569.199951171875,3377486,979367.5,0.2431732224690053,9.363641856952674,8.91524371190954
2023-09-01 11:15:00+05:30,1561.699951171875,3417431,1084057.9285714282,0.28552481594530416,8.91524371190954,7.209112572862465
2023-09-01 12:15:00+05:30,1567.550048828125,3223878,1161162.9285714286,0.31671696655114523,7.209112572862465,4.664781118041165
2023-09-01 13:15:00+05:30,1571.800048828125,2807571,1204740.6071428573,0.33434593371349436,4.664781118041165,6.997171677061747
2023-09-01 14:15:00+05:30,1575.0,4063762,1181324.8214285714,0.3248732832426545,4.156296175857952,3.5007566087447946
2023-09-01 15:15:00+05:30,1573.5,529021,1087970.5,0.28710761235612214,3.5007566087447946,4.357577883991366
2023-09-04 09:15:00+05:30,1580.0,0,1202994.3571428568,0.333639503611744,4.357577883991366,5.0209080983749255
2023-09-04 10:15:00+05:30,1580.800048828125,1404373,1044366.2142857146,0.269467881507797,5.0209080983749255,5.457172918262315
2023-09-04 11:15:00+05:30,1579.5999755859375,1278503,939830.3214285714,0.2271788040975634,5.457172918262315,5.999780609388289
2023-09-04 12:15:00+05:30,1582.199951171875,1282831,827988.0,0.181933975174577,5.999780609388289,6.3594056725170285
2023-09-04 13:15:00+05:30,1581.550048828125,1965411,730924.2142857146,0.14266767308816153,6.3594056725170285,7.005240624881232
